pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
3497583,"All participants with TS were recruited via the Tourette Syndrome Association, clinical referrals, local advertisements, physician referrals, and through the University of California at Davis. The participants were recruited as part of a functional magnetic resonance imaging study of tic severity and cognitive control conducted by Dr. S. Bunge and colleagues. All of the participants with TS were diagnosed based on DSM-IV-TR criteria. Tic severity was assessed based on direct child and parent interview using the Yale Global Tic Severity Scale (YGTSS). The CPRS-R was used to assess ADHD symptoms using continuous, standardized age and gender adjusted CPRS-t scores. The parent ratings are useful and valid as they have the opportunity to observe their children over extended periods of time and in a variety of situations. The scale contains 27 items and is composed of 4 subscales including: Cognitive Problems/Inattention, Hyperactivity, Oppositional and the ADHD Index. A major advantage of the CPRS-R is that it uses a very large normative database (8,000+ children) to support the validity and reliability of it. Furthermore, the standardized data from the CPRS were derived from the means and standard deviations for children with and without ADHD.","No clinical diagnosis of ADHD was made in the study. All of the participants were medication naive as per parental reports, except for two participants who had previously taken atomoxetine (Strattera; Eli Lilly, IN, USA) to treat ADHD symptoms. One of these participants ended medication approximately 1 month before participation in the study. The other stopped taking medication 40 hours before participation.",False,Embedded in Participants section description
5347953,"Participants were required to report being either nonsmokers (n=24; smoking fewer than 100 cigarettes in their lifetime), weekly smokers (n=24; smoking at least one cigarette per week, but not daily) or daily smokers (n=24; smoking at least five cigarettes per day and within 1 hour of waking). Participants were also aged between 18 and 40 years, had normal or corrected-to-normal vision, were right-handed and were free of any known neurological or psychiatric conditions and any contraindications for MRI.",Participants were excluded if they had any known neurological or psychiatric conditions and any contraindications for MRI.,False,Participants section embedded in the description
7481003,Fifty-four adult male (n=31) and female (n=23) Long-Evans rats age three to four months weighing between 270320 g during the time of experiments were individually housed and given ad libitum food and water except during behavioral training and testing.,"Eleven subjects were not included in the final analyses due to loss of a headcap (n=1), target miss and/or lack of viral expression (n=7), and failure to acquire greater rewarded cue than non-rewarded cue responding during the conditioning phase (n=3).",False,Embedded in Subjects section description
10532823,"Peer-reviewed studies were included if they included healthy human subjects age 18 to 65. Studies were required to express results with Talairach or Montreal Neurological Institute (MNI) standardized coordinates based on whole brain, voxel-wise imaging, and reported foci with a voxel-level threshold of uncorrected p value < 0.001 or a corrected cluster probability of p value < 0.05. Studies were required to have task-based fRMI with an active judgement task of either making a decision or an evaluation. A matched or baseline control task was also required to be performed. Studies were required to have eight or more study participants.","All studies met current best practice guidelines for CBMA, except for one study that had a total of eight study participants.",False,Methods - Literature Retrieval and Study Categorisation section
2643003,,,False,No specific criteria mentioned
2359857,,,False,No specific criteria mentioned
8428676,163 University students recruited from Psychology subject pools in Singapore (47.9%) and the U.S. (52.1%) participated in this study and received research credit for their participation.,"Data from one participant were removed because errors in data collection made it impossible to match their provided responses on the two days of the study. Additionally, another participant only completed part of the study and was therefore excluded. For analyses that examined SS receipt processes specifically, it was only possible to use reported SS; 13 participants did not report receiving SS.",False,Participants section
7652319,,,False,No specific criteria mentioned
6776359,,,False,No specific criteria mentioned
6181335,Samples were collected from all subjects presenting with these clinical signs regardless of age or sex.,,False,Embedded in Materials and methods section under Human sample collection and testing
10194860,,,False,No specific criteria mentioned
